,Actual Load,country_code
2022-06-01 00:00:00+02:00,2007.0,DK_1
2022-06-01 01:00:00+02:00,1936.0,DK_1
2022-06-01 02:00:00+02:00,1936.0,DK_1
2022-06-01 03:00:00+02:00,1929.0,DK_1
2022-06-01 04:00:00+02:00,1940.0,DK_1
2022-06-01 05:00:00+02:00,2025.0,DK_1
2022-06-01 06:00:00+02:00,2327.0,DK_1
2022-06-01 07:00:00+02:00,2695.0,DK_1
2022-06-01 08:00:00+02:00,2850.0,DK_1
2022-06-01 09:00:00+02:00,2681.0,DK_1
2022-06-01 10:00:00+02:00,2899.0,DK_1
2022-06-01 11:00:00+02:00,3157.0,DK_1
2022-06-01 12:00:00+02:00,3099.0,DK_1
2022-06-01 13:00:00+02:00,3154.0,DK_1
2022-06-01 14:00:00+02:00,3193.0,DK_1
2022-06-01 15:00:00+02:00,3041.0,DK_1
2022-06-01 16:00:00+02:00,2933.0,DK_1
2022-06-01 17:00:00+02:00,2946.0,DK_1
2022-06-01 18:00:00+02:00,2827.0,DK_1
2022-06-01 19:00:00+02:00,2620.0,DK_1
2022-06-01 20:00:00+02:00,2489.0,DK_1
2022-06-01 21:00:00+02:00,2348.0,DK_1
2022-06-01 22:00:00+02:00,2278.0,DK_1
2022-06-01 23:00:00+02:00,2166.0,DK_1
2022-06-02 00:00:00+02:00,2081.0,DK_1
2022-06-02 01:00:00+02:00,2012.0,DK_1
2022-06-02 02:00:00+02:00,1975.0,DK_1
2022-06-02 03:00:00+02:00,1941.0,DK_1
2022-06-02 04:00:00+02:00,1981.0,DK_1
2022-06-02 05:00:00+02:00,2088.0,DK_1
2022-06-02 06:00:00+02:00,2401.0,DK_1
2022-06-02 07:00:00+02:00,2812.0,DK_1
2022-06-02 08:00:00+02:00,2951.0,DK_1
2022-06-02 09:00:00+02:00,2998.0,DK_1
2022-06-02 10:00:00+02:00,3115.0,DK_1
2022-06-02 11:00:00+02:00,3103.0,DK_1
2022-06-02 12:00:00+02:00,3035.0,DK_1
2022-06-02 13:00:00+02:00,3091.0,DK_1
2022-06-02 14:00:00+02:00,3022.0,DK_1
2022-06-02 15:00:00+02:00,2962.0,DK_1
2022-06-02 16:00:00+02:00,2941.0,DK_1
2022-06-02 17:00:00+02:00,3019.0,DK_1
2022-06-02 18:00:00+02:00,2930.0,DK_1
2022-06-02 19:00:00+02:00,2760.0,DK_1
2022-06-02 20:00:00+02:00,2574.0,DK_1
2022-06-02 21:00:00+02:00,2401.0,DK_1
2022-06-02 22:00:00+02:00,2385.0,DK_1
2022-06-02 23:00:00+02:00,2245.0,DK_1
2022-06-03 00:00:00+02:00,2120.0,DK_1
2022-06-03 01:00:00+02:00,2048.0,DK_1
2022-06-03 02:00:00+02:00,2030.0,DK_1
2022-06-03 03:00:00+02:00,2013.0,DK_1
2022-06-03 04:00:00+02:00,2015.0,DK_1
2022-06-03 05:00:00+02:00,2103.0,DK_1
2022-06-03 06:00:00+02:00,2381.0,DK_1
2022-06-03 07:00:00+02:00,2738.0,DK_1
2022-06-03 08:00:00+02:00,2877.0,DK_1
2022-06-03 09:00:00+02:00,2981.0,DK_1
2022-06-03 10:00:00+02:00,3142.0,DK_1
2022-06-03 11:00:00+02:00,3168.0,DK_1
2022-06-03 12:00:00+02:00,3076.0,DK_1
2022-06-03 13:00:00+02:00,2983.0,DK_1
2022-06-03 14:00:00+02:00,2853.0,DK_1
2022-06-03 15:00:00+02:00,2784.0,DK_1
2022-06-03 16:00:00+02:00,2742.0,DK_1
2022-06-03 17:00:00+02:00,2762.0,DK_1
2022-06-03 18:00:00+02:00,2690.0,DK_1
2022-06-03 19:00:00+02:00,2459.0,DK_1
2022-06-03 20:00:00+02:00,2306.0,DK_1
2022-06-03 21:00:00+02:00,2193.0,DK_1
2022-06-03 22:00:00+02:00,2152.0,DK_1
2022-06-03 23:00:00+02:00,2079.0,DK_1
2022-06-04 00:00:00+02:00,1852.0,DK_1
2022-06-04 01:00:00+02:00,1842.0,DK_1
2022-06-04 02:00:00+02:00,1712.0,DK_1
2022-06-04 03:00:00+02:00,1732.0,DK_1
2022-06-04 04:00:00+02:00,1749.0,DK_1
2022-06-04 05:00:00+02:00,1746.0,DK_1
2022-06-04 06:00:00+02:00,1846.0,DK_1
2022-06-04 07:00:00+02:00,2062.0,DK_1
2022-06-04 08:00:00+02:00,2294.0,DK_1
2022-06-04 09:00:00+02:00,2446.0,DK_1
2022-06-04 10:00:00+02:00,2582.0,DK_1
2022-06-04 11:00:00+02:00,2645.0,DK_1
2022-06-04 12:00:00+02:00,2680.0,DK_1
2022-06-04 13:00:00+02:00,2733.0,DK_1
2022-06-04 14:00:00+02:00,2750.0,DK_1
2022-06-04 15:00:00+02:00,2605.0,DK_1
2022-06-04 16:00:00+02:00,2537.0,DK_1
2022-06-04 17:00:00+02:00,2546.0,DK_1
2022-06-04 18:00:00+02:00,2423.0,DK_1
2022-06-04 19:00:00+02:00,2241.0,DK_1
2022-06-04 20:00:00+02:00,2060.0,DK_1
2022-06-04 21:00:00+02:00,1972.0,DK_1
2022-06-04 22:00:00+02:00,1982.0,DK_1
2022-06-04 23:00:00+02:00,1910.0,DK_1
2022-06-05 00:00:00+02:00,1815.0,DK_1
2022-06-05 01:00:00+02:00,1747.0,DK_1
2022-06-05 02:00:00+02:00,1692.0,DK_1
2022-06-05 03:00:00+02:00,1702.0,DK_1
2022-06-05 04:00:00+02:00,1682.0,DK_1
2022-06-05 05:00:00+02:00,1653.0,DK_1
2022-06-05 06:00:00+02:00,1760.0,DK_1
2022-06-05 07:00:00+02:00,1951.0,DK_1
2022-06-05 08:00:00+02:00,2176.0,DK_1
2022-06-05 09:00:00+02:00,2343.0,DK_1
2022-06-05 10:00:00+02:00,2493.0,DK_1
2022-06-05 11:00:00+02:00,2515.0,DK_1
2022-06-05 12:00:00+02:00,2548.0,DK_1
2022-06-05 13:00:00+02:00,2551.0,DK_1
2022-06-05 14:00:00+02:00,2537.0,DK_1
2022-06-05 15:00:00+02:00,2424.0,DK_1
2022-06-05 16:00:00+02:00,2386.0,DK_1
2022-06-05 17:00:00+02:00,2391.0,DK_1
2022-06-05 18:00:00+02:00,2314.0,DK_1
2022-06-05 19:00:00+02:00,2195.0,DK_1
2022-06-05 20:00:00+02:00,2058.0,DK_1
2022-06-05 21:00:00+02:00,1967.0,DK_1
2022-06-05 22:00:00+02:00,1936.0,DK_1
2022-06-05 23:00:00+02:00,1854.0,DK_1
2022-06-06 00:00:00+02:00,1773.0,DK_1
2022-06-06 01:00:00+02:00,1735.0,DK_1
2022-06-06 02:00:00+02:00,1698.0,DK_1
2022-06-06 03:00:00+02:00,1688.0,DK_1
2022-06-06 04:00:00+02:00,1672.0,DK_1
2022-06-06 05:00:00+02:00,1698.0,DK_1
2022-06-06 06:00:00+02:00,1792.0,DK_1
2022-06-06 07:00:00+02:00,2133.0,DK_1
2022-06-06 08:00:00+02:00,2351.0,DK_1
2022-06-06 09:00:00+02:00,2358.0,DK_1
2022-06-06 10:00:00+02:00,2470.0,DK_1
2022-06-06 11:00:00+02:00,2549.0,DK_1
2022-06-06 12:00:00+02:00,2550.0,DK_1
2022-06-06 13:00:00+02:00,2657.0,DK_1
2022-06-06 14:00:00+02:00,2581.0,DK_1
2022-06-06 15:00:00+02:00,2528.0,DK_1
2022-06-06 16:00:00+02:00,2531.0,DK_1
2022-06-06 17:00:00+02:00,2665.0,DK_1
2022-06-06 18:00:00+02:00,2529.0,DK_1
2022-06-06 19:00:00+02:00,2306.0,DK_1
2022-06-06 20:00:00+02:00,2187.0,DK_1
2022-06-06 21:00:00+02:00,2074.0,DK_1
2022-06-06 22:00:00+02:00,2024.0,DK_1
2022-06-06 23:00:00+02:00,1953.0,DK_1
2022-06-07 00:00:00+02:00,1982.0,DK_1
2022-06-07 01:00:00+02:00,1843.0,DK_1
2022-06-07 02:00:00+02:00,1798.0,DK_1
2022-06-07 03:00:00+02:00,1807.0,DK_1
2022-06-07 04:00:00+02:00,1830.0,DK_1
2022-06-07 05:00:00+02:00,1934.0,DK_1
2022-06-07 06:00:00+02:00,2207.0,DK_1
2022-06-07 07:00:00+02:00,2619.0,DK_1
2022-06-07 08:00:00+02:00,2841.0,DK_1
2022-06-07 09:00:00+02:00,3009.0,DK_1
2022-06-07 10:00:00+02:00,2968.0,DK_1
2022-06-07 11:00:00+02:00,2863.0,DK_1
2022-06-07 12:00:00+02:00,2764.0,DK_1
2022-06-07 13:00:00+02:00,2758.0,DK_1
2022-06-07 14:00:00+02:00,2748.0,DK_1
2022-06-07 15:00:00+02:00,2680.0,DK_1
2022-06-07 16:00:00+02:00,2686.0,DK_1
2022-06-07 17:00:00+02:00,2844.0,DK_1
2022-06-07 18:00:00+02:00,2700.0,DK_1
2022-06-07 19:00:00+02:00,2560.0,DK_1
2022-06-07 20:00:00+02:00,2477.0,DK_1
2022-06-07 21:00:00+02:00,2293.0,DK_1
2022-06-07 22:00:00+02:00,2205.0,DK_1
2022-06-07 23:00:00+02:00,2101.0,DK_1
2022-06-08 00:00:00+02:00,1950.0,DK_1
2022-06-08 01:00:00+02:00,1912.0,DK_1
2022-06-08 02:00:00+02:00,1895.0,DK_1
2022-06-08 03:00:00+02:00,1881.0,DK_1
2022-06-08 04:00:00+02:00,1903.0,DK_1
2022-06-08 05:00:00+02:00,1989.0,DK_1
2022-06-08 06:00:00+02:00,2269.0,DK_1
2022-06-08 07:00:00+02:00,2595.0,DK_1
2022-06-08 08:00:00+02:00,2762.0,DK_1
2022-06-08 09:00:00+02:00,2822.0,DK_1
2022-06-08 10:00:00+02:00,2880.0,DK_1
2022-06-08 11:00:00+02:00,2867.0,DK_1
2022-06-08 12:00:00+02:00,2749.0,DK_1
2022-06-08 13:00:00+02:00,2754.0,DK_1
2022-06-08 14:00:00+02:00,2740.0,DK_1
2022-06-08 15:00:00+02:00,2601.0,DK_1
2022-06-08 16:00:00+02:00,2601.0,DK_1
2022-06-08 17:00:00+02:00,2707.0,DK_1
2022-06-08 18:00:00+02:00,2629.0,DK_1
2022-06-08 19:00:00+02:00,2509.0,DK_1
2022-06-08 20:00:00+02:00,2398.0,DK_1
2022-06-08 21:00:00+02:00,2276.0,DK_1
2022-06-08 22:00:00+02:00,2203.0,DK_1
2022-06-08 23:00:00+02:00,2103.0,DK_1
2022-06-09 00:00:00+02:00,1978.0,DK_1
2022-06-09 01:00:00+02:00,1887.0,DK_1
2022-06-09 02:00:00+02:00,1863.0,DK_1
2022-06-09 03:00:00+02:00,1846.0,DK_1
2022-06-09 04:00:00+02:00,1887.0,DK_1
2022-06-09 05:00:00+02:00,1967.0,DK_1
2022-06-09 06:00:00+02:00,2284.0,DK_1
2022-06-09 07:00:00+02:00,2637.0,DK_1
2022-06-09 08:00:00+02:00,2802.0,DK_1
2022-06-09 09:00:00+02:00,2844.0,DK_1
2022-06-09 10:00:00+02:00,2859.0,DK_1
2022-06-09 11:00:00+02:00,2849.0,DK_1
2022-06-09 12:00:00+02:00,2799.0,DK_1
2022-06-09 13:00:00+02:00,2809.0,DK_1
2022-06-09 14:00:00+02:00,2767.0,DK_1
2022-06-09 15:00:00+02:00,2716.0,DK_1
2022-06-09 16:00:00+02:00,2707.0,DK_1
2022-06-09 17:00:00+02:00,2758.0,DK_1
2022-06-09 18:00:00+02:00,2650.0,DK_1
2022-06-09 19:00:00+02:00,2488.0,DK_1
2022-06-09 20:00:00+02:00,2377.0,DK_1
2022-06-09 21:00:00+02:00,2267.0,DK_1
2022-06-09 22:00:00+02:00,2177.0,DK_1
2022-06-09 23:00:00+02:00,2040.0,DK_1
2022-06-10 00:00:00+02:00,1932.0,DK_1
2022-06-10 01:00:00+02:00,1874.0,DK_1
2022-06-10 02:00:00+02:00,1839.0,DK_1
2022-06-10 03:00:00+02:00,1818.0,DK_1
2022-06-10 04:00:00+02:00,1832.0,DK_1
2022-06-10 05:00:00+02:00,1909.0,DK_1
2022-06-10 06:00:00+02:00,2207.0,DK_1
2022-06-10 07:00:00+02:00,2530.0,DK_1
2022-06-10 08:00:00+02:00,2687.0,DK_1
2022-06-10 09:00:00+02:00,2759.0,DK_1
2022-06-10 10:00:00+02:00,2824.0,DK_1
2022-06-10 11:00:00+02:00,2775.0,DK_1
2022-06-10 12:00:00+02:00,2690.0,DK_1
2022-06-10 13:00:00+02:00,2622.0,DK_1
2022-06-10 14:00:00+02:00,2657.0,DK_1
2022-06-10 15:00:00+02:00,2581.0,DK_1
2022-06-10 16:00:00+02:00,2490.0,DK_1
2022-06-10 17:00:00+02:00,2489.0,DK_1
2022-06-10 18:00:00+02:00,2447.0,DK_1
2022-06-10 19:00:00+02:00,2332.0,DK_1
2022-06-10 20:00:00+02:00,2188.0,DK_1
2022-06-10 21:00:00+02:00,2043.0,DK_1
2022-06-10 22:00:00+02:00,1990.0,DK_1
2022-06-10 23:00:00+02:00,1920.0,DK_1
2022-06-11 00:00:00+02:00,1824.0,DK_1
2022-06-11 01:00:00+02:00,1724.0,DK_1
2022-06-11 02:00:00+02:00,1661.0,DK_1
2022-06-11 03:00:00+02:00,1630.0,DK_1
2022-06-11 04:00:00+02:00,1620.0,DK_1
2022-06-11 05:00:00+02:00,1630.0,DK_1
2022-06-11 06:00:00+02:00,1699.0,DK_1
2022-06-11 07:00:00+02:00,1866.0,DK_1
2022-06-11 08:00:00+02:00,2034.0,DK_1
2022-06-11 09:00:00+02:00,2163.0,DK_1
2022-06-11 10:00:00+02:00,2250.0,DK_1
2022-06-11 11:00:00+02:00,2312.0,DK_1
2022-06-11 12:00:00+02:00,2308.0,DK_1
2022-06-11 13:00:00+02:00,2297.0,DK_1
2022-06-11 14:00:00+02:00,2397.0,DK_1
2022-06-11 15:00:00+02:00,2320.0,DK_1
2022-06-11 16:00:00+02:00,2310.0,DK_1
2022-06-11 17:00:00+02:00,2379.0,DK_1
2022-06-11 18:00:00+02:00,2360.0,DK_1
2022-06-11 19:00:00+02:00,2168.0,DK_1
2022-06-11 20:00:00+02:00,2014.0,DK_1
2022-06-11 21:00:00+02:00,1865.0,DK_1
2022-06-11 22:00:00+02:00,1799.0,DK_1
2022-06-11 23:00:00+02:00,1772.0,DK_1
2022-06-12 00:00:00+02:00,1707.0,DK_1
2022-06-12 01:00:00+02:00,1676.0,DK_1
2022-06-12 02:00:00+02:00,1692.0,DK_1
2022-06-12 03:00:00+02:00,1591.0,DK_1
2022-06-12 04:00:00+02:00,1533.0,DK_1
2022-06-12 05:00:00+02:00,1555.0,DK_1
2022-06-12 06:00:00+02:00,1640.0,DK_1
2022-06-12 07:00:00+02:00,1794.0,DK_1
2022-06-12 08:00:00+02:00,1979.0,DK_1
2022-06-12 09:00:00+02:00,2077.0,DK_1
2022-06-12 10:00:00+02:00,2110.0,DK_1
2022-06-12 11:00:00+02:00,2195.0,DK_1
2022-06-12 12:00:00+02:00,2273.0,DK_1
2022-06-12 13:00:00+02:00,2341.0,DK_1
2022-06-12 14:00:00+02:00,2381.0,DK_1
2022-06-12 15:00:00+02:00,2376.0,DK_1
2022-06-12 16:00:00+02:00,2362.0,DK_1
2022-06-12 17:00:00+02:00,2374.0,DK_1
2022-06-12 18:00:00+02:00,2324.0,DK_1
2022-06-12 19:00:00+02:00,2215.0,DK_1
2022-06-12 20:00:00+02:00,2118.0,DK_1
2022-06-12 21:00:00+02:00,2035.0,DK_1
2022-06-12 22:00:00+02:00,1976.0,DK_1
2022-06-12 23:00:00+02:00,1884.0,DK_1
2022-06-13 00:00:00+02:00,1816.0,DK_1
2022-06-13 01:00:00+02:00,1759.0,DK_1
2022-06-13 02:00:00+02:00,1719.0,DK_1
2022-06-13 03:00:00+02:00,1706.0,DK_1
2022-06-13 04:00:00+02:00,1744.0,DK_1
2022-06-13 05:00:00+02:00,1863.0,DK_1
2022-06-13 06:00:00+02:00,2183.0,DK_1
2022-06-13 07:00:00+02:00,2539.0,DK_1
2022-06-13 08:00:00+02:00,2719.0,DK_1
2022-06-13 09:00:00+02:00,2834.0,DK_1
2022-06-13 10:00:00+02:00,2893.0,DK_1
2022-06-13 11:00:00+02:00,2984.0,DK_1
2022-06-13 12:00:00+02:00,2905.0,DK_1
2022-06-13 13:00:00+02:00,2926.0,DK_1
2022-06-13 14:00:00+02:00,2852.0,DK_1
2022-06-13 15:00:00+02:00,2816.0,DK_1
2022-06-13 16:00:00+02:00,2741.0,DK_1
2022-06-13 17:00:00+02:00,2834.0,DK_1
2022-06-13 18:00:00+02:00,2707.0,DK_1
2022-06-13 19:00:00+02:00,2573.0,DK_1
2022-06-13 20:00:00+02:00,2438.0,DK_1
2022-06-13 21:00:00+02:00,2316.0,DK_1
2022-06-13 22:00:00+02:00,2218.0,DK_1
2022-06-13 23:00:00+02:00,2116.0,DK_1
2022-06-14 00:00:00+02:00,2000.0,DK_1
2022-06-14 01:00:00+02:00,1963.0,DK_1
2022-06-14 02:00:00+02:00,1900.0,DK_1
2022-06-14 03:00:00+02:00,1873.0,DK_1
2022-06-14 04:00:00+02:00,1899.0,DK_1
2022-06-14 05:00:00+02:00,1990.0,DK_1
2022-06-14 06:00:00+02:00,2270.0,DK_1
2022-06-14 07:00:00+02:00,2584.0,DK_1
2022-06-14 08:00:00+02:00,2742.0,DK_1
2022-06-14 09:00:00+02:00,2744.0,DK_1
2022-06-14 10:00:00+02:00,2782.0,DK_1
2022-06-14 11:00:00+02:00,2805.0,DK_1
2022-06-14 12:00:00+02:00,2800.0,DK_1
2022-06-14 13:00:00+02:00,2803.0,DK_1
2022-06-14 14:00:00+02:00,2740.0,DK_1
2022-06-14 15:00:00+02:00,2684.0,DK_1
2022-06-14 16:00:00+02:00,2637.0,DK_1
2022-06-14 17:00:00+02:00,2755.0,DK_1
2022-06-14 18:00:00+02:00,2681.0,DK_1
2022-06-14 19:00:00+02:00,2561.0,DK_1
2022-06-14 20:00:00+02:00,2421.0,DK_1
2022-06-14 21:00:00+02:00,2289.0,DK_1
2022-06-14 22:00:00+02:00,2199.0,DK_1
2022-06-14 23:00:00+02:00,2100.0,DK_1
2022-06-15 00:00:00+02:00,1985.0,DK_1
2022-06-15 01:00:00+02:00,1915.0,DK_1
2022-06-15 02:00:00+02:00,1863.0,DK_1
2022-06-15 03:00:00+02:00,1866.0,DK_1
2022-06-15 04:00:00+02:00,1874.0,DK_1
2022-06-15 05:00:00+02:00,1965.0,DK_1
2022-06-15 06:00:00+02:00,2263.0,DK_1
2022-06-15 07:00:00+02:00,2569.0,DK_1
2022-06-15 08:00:00+02:00,2513.0,DK_1
2022-06-15 09:00:00+02:00,2539.0,DK_1
2022-06-15 10:00:00+02:00,2532.0,DK_1
2022-06-15 11:00:00+02:00,2505.0,DK_1
2022-06-15 12:00:00+02:00,2461.0,DK_1
2022-06-15 13:00:00+02:00,2502.0,DK_1
2022-06-15 14:00:00+02:00,2385.0,DK_1
2022-06-15 15:00:00+02:00,2306.0,DK_1
2022-06-15 16:00:00+02:00,2354.0,DK_1
2022-06-15 17:00:00+02:00,2463.0,DK_1
2022-06-15 18:00:00+02:00,2367.0,DK_1
2022-06-15 19:00:00+02:00,2298.0,DK_1
2022-06-15 20:00:00+02:00,2216.0,DK_1
2022-06-15 21:00:00+02:00,2123.0,DK_1
2022-06-15 22:00:00+02:00,2045.0,DK_1
2022-06-15 23:00:00+02:00,1927.0,DK_1
2022-06-16 00:00:00+02:00,1790.0,DK_1
2022-06-16 01:00:00+02:00,1718.0,DK_1
2022-06-16 02:00:00+02:00,1677.0,DK_1
2022-06-16 03:00:00+02:00,1620.0,DK_1
2022-06-16 04:00:00+02:00,1594.0,DK_1
2022-06-16 05:00:00+02:00,1690.0,DK_1
2022-06-16 06:00:00+02:00,1971.0,DK_1
2022-06-16 07:00:00+02:00,2198.0,DK_1
2022-06-16 08:00:00+02:00,2221.0,DK_1
2022-06-16 09:00:00+02:00,2183.0,DK_1
2022-06-16 10:00:00+02:00,2171.0,DK_1
2022-06-16 11:00:00+02:00,2131.0,DK_1
2022-06-16 12:00:00+02:00,2085.0,DK_1
2022-06-16 13:00:00+02:00,2129.0,DK_1
2022-06-16 14:00:00+02:00,2154.0,DK_1
2022-06-16 15:00:00+02:00,2075.0,DK_1
2022-06-16 16:00:00+02:00,2067.0,DK_1
2022-06-16 17:00:00+02:00,2140.0,DK_1
2022-06-16 18:00:00+02:00,2107.0,DK_1
2022-06-16 19:00:00+02:00,2088.0,DK_1
2022-06-16 20:00:00+02:00,2058.0,DK_1
2022-06-16 21:00:00+02:00,1988.0,DK_1
2022-06-16 22:00:00+02:00,1966.0,DK_1
2022-06-16 23:00:00+02:00,1897.0,DK_1
2022-06-17 00:00:00+02:00,1801.0,DK_1
2022-06-17 01:00:00+02:00,1754.0,DK_1
2022-06-17 02:00:00+02:00,1742.0,DK_1
2022-06-17 03:00:00+02:00,1683.0,DK_1
2022-06-17 04:00:00+02:00,1688.0,DK_1
2022-06-17 05:00:00+02:00,1799.0,DK_1
2022-06-17 06:00:00+02:00,2124.0,DK_1
2022-06-17 07:00:00+02:00,2384.0,DK_1
2022-06-17 08:00:00+02:00,2475.0,DK_1
2022-06-17 09:00:00+02:00,2469.0,DK_1
2022-06-17 10:00:00+02:00,2482.0,DK_1
2022-06-17 11:00:00+02:00,2487.0,DK_1
2022-06-17 12:00:00+02:00,2411.0,DK_1
2022-06-17 13:00:00+02:00,2372.0,DK_1
2022-06-17 14:00:00+02:00,2233.0,DK_1
2022-06-17 15:00:00+02:00,2221.0,DK_1
2022-06-17 16:00:00+02:00,2243.0,DK_1
2022-06-17 17:00:00+02:00,2289.0,DK_1
2022-06-17 18:00:00+02:00,2131.0,DK_1
2022-06-17 19:00:00+02:00,1934.0,DK_1
2022-06-17 20:00:00+02:00,1723.0,DK_1
2022-06-17 21:00:00+02:00,1581.0,DK_1
2022-06-17 22:00:00+02:00,1494.0,DK_1
2022-06-17 23:00:00+02:00,1459.0,DK_1
2022-06-18 00:00:00+02:00,1432.0,DK_1
2022-06-18 01:00:00+02:00,1481.0,DK_1
2022-06-18 02:00:00+02:00,1493.0,DK_1
2022-06-18 03:00:00+02:00,1506.0,DK_1
2022-06-18 04:00:00+02:00,1516.0,DK_1
2022-06-18 05:00:00+02:00,1569.0,DK_1
2022-06-18 06:00:00+02:00,1564.0,DK_1
2022-06-18 07:00:00+02:00,1641.0,DK_1
2022-06-18 08:00:00+02:00,1722.0,DK_1
2022-06-18 09:00:00+02:00,1775.0,DK_1
2022-06-18 10:00:00+02:00,1760.0,DK_1
2022-06-18 11:00:00+02:00,1703.0,DK_1
2022-06-18 12:00:00+02:00,1703.0,DK_1
2022-06-18 13:00:00+02:00,1717.0,DK_1
2022-06-18 14:00:00+02:00,1681.0,DK_1
2022-06-18 15:00:00+02:00,1606.0,DK_1
2022-06-18 16:00:00+02:00,1563.0,DK_1
2022-06-18 17:00:00+02:00,1682.0,DK_1
2022-06-18 18:00:00+02:00,1792.0,DK_1
2022-06-18 19:00:00+02:00,1784.0,DK_1
2022-06-18 20:00:00+02:00,1759.0,DK_1
2022-06-18 21:00:00+02:00,1713.0,DK_1
2022-06-18 22:00:00+02:00,1758.0,DK_1
2022-06-18 23:00:00+02:00,1755.0,DK_1
2022-06-19 00:00:00+02:00,1606.0,DK_1
2022-06-19 01:00:00+02:00,1499.0,DK_1
2022-06-19 02:00:00+02:00,1504.0,DK_1
2022-06-19 03:00:00+02:00,1523.0,DK_1
2022-06-19 04:00:00+02:00,1506.0,DK_1
2022-06-19 05:00:00+02:00,1548.0,DK_1
2022-06-19 06:00:00+02:00,1623.0,DK_1
2022-06-19 07:00:00+02:00,1752.0,DK_1
2022-06-19 08:00:00+02:00,1901.0,DK_1
2022-06-19 09:00:00+02:00,1972.0,DK_1
2022-06-19 10:00:00+02:00,1988.0,DK_1
2022-06-19 11:00:00+02:00,1935.0,DK_1
2022-06-19 12:00:00+02:00,1794.0,DK_1
2022-06-19 13:00:00+02:00,1814.0,DK_1
2022-06-19 14:00:00+02:00,1703.0,DK_1
2022-06-19 15:00:00+02:00,1744.0,DK_1
2022-06-19 16:00:00+02:00,1738.0,DK_1
2022-06-19 17:00:00+02:00,2001.0,DK_1
2022-06-19 18:00:00+02:00,2049.0,DK_1
2022-06-19 19:00:00+02:00,2024.0,DK_1
2022-06-19 20:00:00+02:00,2018.0,DK_1
2022-06-19 21:00:00+02:00,1965.0,DK_1
2022-06-19 22:00:00+02:00,1974.0,DK_1
2022-06-19 23:00:00+02:00,1903.0,DK_1
2022-06-20 00:00:00+02:00,1855.0,DK_1
2022-06-20 01:00:00+02:00,1807.0,DK_1
2022-06-20 02:00:00+02:00,1785.0,DK_1
2022-06-20 03:00:00+02:00,1771.0,DK_1
2022-06-20 04:00:00+02:00,1804.0,DK_1
2022-06-20 05:00:00+02:00,1912.0,DK_1
2022-06-20 06:00:00+02:00,2242.0,DK_1
2022-06-20 07:00:00+02:00,2532.0,DK_1
2022-06-20 08:00:00+02:00,2659.0,DK_1
2022-06-20 09:00:00+02:00,2743.0,DK_1
2022-06-20 10:00:00+02:00,2713.0,DK_1
2022-06-20 11:00:00+02:00,2653.0,DK_1
2022-06-20 12:00:00+02:00,2643.0,DK_1
2022-06-20 13:00:00+02:00,2608.0,DK_1
2022-06-20 14:00:00+02:00,2671.0,DK_1
2022-06-20 15:00:00+02:00,2459.0,DK_1
2022-06-20 16:00:00+02:00,2387.0,DK_1
2022-06-20 17:00:00+02:00,2559.0,DK_1
2022-06-20 18:00:00+02:00,2433.0,DK_1
2022-06-20 19:00:00+02:00,2268.0,DK_1
2022-06-20 20:00:00+02:00,2123.0,DK_1
2022-06-20 21:00:00+02:00,2083.0,DK_1
2022-06-20 22:00:00+02:00,1918.0,DK_1
2022-06-20 23:00:00+02:00,1782.0,DK_1
2022-06-21 00:00:00+02:00,1708.0,DK_1
2022-06-21 01:00:00+02:00,1640.0,DK_1
2022-06-21 02:00:00+02:00,1543.0,DK_1
2022-06-21 03:00:00+02:00,1539.0,DK_1
2022-06-21 04:00:00+02:00,1561.0,DK_1
2022-06-21 05:00:00+02:00,1639.0,DK_1
2022-06-21 06:00:00+02:00,1877.0,DK_1
2022-06-21 07:00:00+02:00,2146.0,DK_1
2022-06-21 08:00:00+02:00,2404.0,DK_1
2022-06-21 09:00:00+02:00,2839.0,DK_1
2022-06-21 10:00:00+02:00,2830.0,DK_1
2022-06-21 11:00:00+02:00,2836.0,DK_1
2022-06-21 12:00:00+02:00,2804.0,DK_1
2022-06-21 13:00:00+02:00,2851.0,DK_1
2022-06-21 14:00:00+02:00,2836.0,DK_1
2022-06-21 15:00:00+02:00,2868.0,DK_1
2022-06-21 16:00:00+02:00,2750.0,DK_1
2022-06-21 17:00:00+02:00,2808.0,DK_1
2022-06-21 18:00:00+02:00,2693.0,DK_1
2022-06-21 19:00:00+02:00,2500.0,DK_1
2022-06-21 20:00:00+02:00,2366.0,DK_1
2022-06-21 21:00:00+02:00,2273.0,DK_1
2022-06-21 22:00:00+02:00,2225.0,DK_1
2022-06-21 23:00:00+02:00,2164.0,DK_1
2022-06-22 00:00:00+02:00,1997.0,DK_1
2022-06-22 01:00:00+02:00,1949.0,DK_1
2022-06-22 02:00:00+02:00,1931.0,DK_1
2022-06-22 03:00:00+02:00,1912.0,DK_1
2022-06-22 04:00:00+02:00,1916.0,DK_1
2022-06-22 05:00:00+02:00,1957.0,DK_1
2022-06-22 06:00:00+02:00,2279.0,DK_1
2022-06-22 07:00:00+02:00,2597.0,DK_1
2022-06-22 08:00:00+02:00,2662.0,DK_1
2022-06-22 09:00:00+02:00,2813.0,DK_1
2022-06-22 10:00:00+02:00,2897.0,DK_1
2022-06-22 11:00:00+02:00,2912.0,DK_1
2022-06-22 12:00:00+02:00,2788.0,DK_1
2022-06-22 13:00:00+02:00,2852.0,DK_1
